,K,MAE,RMSE,r2
56,61,24571.91256688445,33911.86786034942,0.8500696384072647
57,62,24793.00986391282,34855.96563888109,0.8416053883757307
58,63,25347.954678589413,35529.11156692087,0.8354284114341951
59,64,25612.891291200067,35525.2214760802,0.8354644474257155
60,65,24697.776064340433,35236.2358819166,0.8381304411847974
61,66,24401.223946543036,34511.88571484168,0.8447171315245685
62,67,24498.356558560106,34160.41606743351,0.8478638333782014
63,68,24180.218113267463,34453.54374307697,0.8452416958037781
64,69,24744.139314937463,34707.503363131495,0.8429518175415983
65,70,25391.923024356405,35135.02825167081,0.839058968693013
66,71,24872.453763336973,35537.89379474416,0.8353470424526229
67,72,24485.419651238342,33937.46004659932,0.8498432578610112
68,73,25765.26843892097,35917.9208665455,0.8318067570364088
69,74,24841.265715650963,35309.77832034289,0.8374540519719332
70,75,25024.01395321794,35344.868289398284,0.8371308232987078
71,76,25703.935981886505,36024.259516746104,0.830809376462519
72,77,25178.884057693736,35319.25295317421,0.8373668087282338
73,78,25549.959316910288,35872.88902625006,0.8322282348456242
74,79,24821.83297239409,35143.7863122273,0.8389787235903716
75,80,25391.276854785203,35119.9351890333,0.8391972108661833
76,81,23868.52503537166,33542.49023956786,0.8533180178937784
77,82,24791.310005066647,34625.335566677604,0.843694540398863
78,83,26871.552547600757,36793.2372209508,0.8235091613276242
79,84,25420.120324470965,35301.721252995616,0.8375282237336272
80,85,24077.901791956876,33940.62829563848,0.8498152206325594
81,86,25710.02429345776,35203.590522032435,0.8384302372327125
82,87,25898.041309277618,36148.48614987803,0.829640485211238
83,88,24957.608536694996,34611.972746848645,0.843815161823747
84,89,24948.34159997809,35892.08926763008,0.8320485938670459
85,90,24873.320184000244,34876.36985402137,0.8414198899318317
86,91,25176.547923112088,35222.74115273576,0.8382544026419451
87,92,25588.278594133895,35622.435952973996,0.8345627149423298
88,93,23931.208528916704,34295.18875418551,0.8466610232843623
89,94,25354.20730065494,35484.83931752895,0.8358382958718238
90,95,25308.547463806488,35882.9420879711,0.832134188545695
91,96,25908.45150000452,36237.18981802363,0.8288033793560091
92,97,26061.870460651102,36472.98407673814,0.8265681886885701
93,98,24526.13408223967,34967.379690625174,0.8405911809483859
94,99,24505.092422287522,36167.73496379398,0.8294590064258877
95,100,26172.275750218258,36938.74649516502,0.8221104349700863
96,101,24649.04006423168,34916.4022626758,0.8410556325718405
97,102,26304.84896616662,36259.52819935176,0.8285922463105081
98,103,25781.089524107723,35717.270092850646,0.8336806873102365
99,104,25571.594157683714,35156.611105041535,0.8388611812581054
100,105,24569.523136426968,35203.247087949334,0.8384333896550561
101,106,24401.402921172677,35031.38809448519,0.8400070455052421
102,107,24704.793752891703,35027.43069453924,0.8400431913950257
103,108,24654.241809759136,34858.239528808976,0.8415847214021654
104,109,25038.792985997134,35046.53747736713,0.839868637138064
105,110,25645.499258074437,36127.42651255054,0.8298389258599235
106,111,25286.76037280995,35471.47731815675,0.8359619044684766
107,112,25301.96867226756,34908.272372123894,0.8411296407622707
108,113,25221.281114997357,35986.70417632791,0.8311619555031341
109,114,24559.59325751679,34315.35543178329,0.8464806337302504
110,115,24984.066471751863,34983.49690341899,0.8404441972174823
111,116,24812.92731026795,34921.4955115522,0.8410092588212644
112,117,25676.446705514456,36316.71755630494,0.8280511234543573
113,118,25512.917458047534,35779.273494989524,0.8331027420150986
114,119,25273.885780100987,35376.65216481982,0.8368377713560626
