,K,MAE,RMSE,r2
45,50,26519.513698630137,39089.58123433075,0.8007913457913165
46,51,27393.698630136987,42346.31094459633,0.7662146299676025
47,52,25946.037671232876,38755.304849125234,0.804183862149008
48,53,26864.60616438356,41409.68435524092,0.776442107925743
49,54,25943.534246575342,41015.62460551859,0.7806766731505477
50,55,26752.780821917808,41143.302950101555,0.7793090760523715
51,56,26339.705479452055,41799.07363019503,0.7722179592954772
52,57,27322.99315068493,42294.21432411909,0.7667895058207033
53,58,25357.56506849315,38053.37961225499,0.8112127619086726
54,59,27681.26712328767,42894.848807670096,0.760118669723744
55,60,27512.445205479453,44648.32367053707,0.7401058634610417
56,61,27025.811643835616,40719.40220225371,0.7838332202670486
57,62,25561.568493150684,39758.632364384735,0.7939137391568649
58,63,27291.352739726026,42507.70656642947,0.7644291691473833
59,64,27449.47602739726,42177.2677713257,0.7680774104512983
60,65,26861.260273972603,42471.04949788802,0.7648352890439136
61,66,26896.390410958906,41418.78670982165,0.7763438156116159
62,67,27381.595890410958,42133.43540874,0.7685592070805187
63,68,27340.31506849315,43897.28531157738,0.7487757879292738
64,69,27218.801369863013,42004.55178270271,0.7699729681884298
65,70,28645.18493150685,45393.90563328777,0.731353450559503
66,71,26392.380136986303,41021.34777825468,0.7806154617038612
67,72,27527.928082191782,42179.696142187415,0.7680507036349755
68,73,28425.845890410958,44179.15977255457,0.7455390937115476
69,74,27682.174657534248,43158.66201955864,0.7571589451341504
70,75,27592.527397260274,42644.85725630887,0.7629065829420737
71,76,27400.62328767123,41092.229684601625,0.7798566456182976
72,77,26350.880136986303,40433.16830992554,0.7868615942243872
73,78,26075.51712328767,40092.45610396836,0.7904385037832569
74,79,26606.369863013697,42732.14417365553,0.7619350081920794
75,80,27097.22602739726,41802.58042479235,0.7721797374753292
76,81,27727.078767123287,44127.79096031968,0.7461304927014605
77,82,27335.84931506849,40640.41533569181,0.784671040833969
78,83,28095.61301369863,42147.21510864489,0.7684077973437555
79,84,28116.98287671233,42881.73804656052,0.760265286218097
80,85,28049.530821917808,42952.72605367185,0.75947089789831
81,86,25253.72602739726,37392.19921009091,0.8177161539157192
82,87,27569.051369863013,41920.55854211483,0.7708919828160309
83,88,28221.83904109589,43700.02826944166,0.7510285196266345
84,89,28115.130136986303,43924.52250136139,0.748463934276383
85,90,28416.469178082192,44447.4856896716,0.7424387267542238
86,91,26837.085616438355,40769.132154614366,0.7833048958096468
87,92,28100.465753424658,43483.17830431908,0.7534933007577265
88,93,25824.06506849315,39705.28231373017,0.794466441057511
89,94,26290.97602739726,39422.64908683804,0.797382116608322
90,95,27895.924657534248,42529.42657721006,0.7641883700732971
91,96,26306.87671232877,39784.64145537668,0.7936440181318793
92,97,26805.12328767123,39126.97678826005,0.8004100123988778
93,98,29042.698630136987,44600.75826095398,0.7406593169938274
94,99,27179.54794520548,41539.41701202161,0.7750391418709405
95,100,27565.335616438355,41183.41768909903,0.7788785187564036
96,101,26915.47602739726,39797.22509183616,0.7935134592416384
97,102,27536.866438356163,41484.17637274895,0.775637066424526
98,103,27490.40068493151,42714.15187708597,0.7621354397066966
99,104,25543.84931506849,40010.152950511045,0.7912980105561456
100,105,26782.397260273974,41333.97833038139,0.7772587868537365
101,106,28224.284246575342,42570.59851881343,0.7637315794272336
102,107,26895.79794520548,40023.0444009431,0.7911634994586112
103,108,26972.640410958906,40869.04938986007,0.7822414389018079
104,109,27737.787671232876,42080.35368742644,0.7691420001407895
105,110,27654.64383561644,42440.32381240004,0.7651754258360413
106,111,27866.08219178082,42705.4407446947,0.7622324501023483
107,112,28100.818493150684,41815.63733537609,0.772037397298005
108,113,28859.109589041094,43643.82430641294,0.7516685276951779
109,114,26884.397260273974,41360.67628550724,0.776970953179073
110,115,26413.527397260274,41299.9056522356,0.7776258582998294
111,116,27771.657534246577,42913.558663405376,0.7599093614255972
112,117,27038.753424657534,41654.75773718814,0.7737881290474944
113,118,27239.35616438356,41710.04544594431,0.7731872355738133
114,119,28336.94178082192,42477.01118586672,0.7647692639729438
