,K,MAE,RMSE,r2
65,70,27011.777397260274,40960.42584203635,0.7812666058988607
66,71,28019.328767123287,43355.21490666077,0.7549420182623423
67,72,28491.280821917808,43195.29847688113,0.7567464850766639
68,73,27054.34931506849,41467.58005407472,0.7758165495060874
69,74,28101.907534246577,43561.006511062726,0.7526100928434012
70,75,27132.030821917808,41658.74702527373,0.7737447982212766
71,76,25656.236301369863,39698.867887010005,0.7945328439834076
72,77,27673.407534246577,42360.35512033903,0.7660595341773244
73,78,28391.678082191782,43929.59226405706,0.7484058664052563
74,79,27619.972602739726,42335.33977320046,0.7663357534868654
75,80,26429.84931506849,39286.441182695205,0.7987798146896053
76,81,27357.70890410959,40397.7217951248,0.7872351341841063
77,82,26157.496575342466,39727.26581023226,0.794238783837118
78,83,27430.681506849316,41100.986969409736,0.7797628048365509
79,84,27566.818493150684,42093.16780491509,0.7690013790818279
80,85,27089.534246575342,41588.406399903826,0.7745082151443672
81,86,28924.051369863013,44729.90060263082,0.7391552909384076
82,87,26372.787671232876,40302.88599051417,0.7882329153560136
83,88,28750.719178082192,43823.03347993566,0.7496249557699274
84,89,27233.544520547945,42230.324052089876,0.7674935561575638
85,90,29247.496575342466,44508.55865837368,0.7417304374891286
86,91,28283.22602739726,45032.27835203702,0.7356167079732299
87,92,28777.013698630137,45466.517287713745,0.730493314308198
88,93,27457.178082191782,43019.6927127088,0.7587203058767197
89,94,26795.034246575342,41595.53503106491,0.7744309058330069
90,95,25595.205479452055,38513.37179847632,0.80662102663928
91,96,27384.63698630137,42927.60312776059,0.7597521851720166
92,97,26537.664383561645,40197.506754023016,0.7893388748283381
93,98,26552.87328767123,39887.488733121965,0.7925757373989978
94,99,26747.472602739726,40641.07271363625,0.7846640746820621
95,100,27334.965753424658,42366.41563786108,0.7659925894262282
96,101,27415.133561643837,41711.68246537732,0.773169431508375
97,102,28638.154109589042,43796.50075043527,0.7499280439747689
98,103,27957.85616438356,42332.40261142951,0.7663681749053876
99,104,27245.763698630137,40857.10759258653,0.782368676932143
100,105,29233.83219178082,45456.59205781131,0.7306109667703388
101,106,27216.609589041094,39863.00235378081,0.7928303290193082
102,107,26494.119863013697,41080.860112450995,0.7799784491567718
103,108,26642.27397260274,41550.540251420694,0.7749186477144553
104,109,26623.924657534248,41634.20678705998,0.7740112834883787
105,110,27665.24315068493,41703.78910468875,0.7732552724995303
106,111,27718.181506849316,42343.241998317535,0.7662485147961399
107,112,26864.70890410959,41829.38463171325,0.7718874828259149
108,113,28020.133561643837,44155.133180740195,0.7458157927648434
109,114,27381.70205479452,42055.65164742696,0.7694129574525177
110,115,27083.18493150685,41817.953659734136,0.772012141198233
111,116,26973.08219178082,41688.881706826265,0.7734173474477167
112,117,28775.780821917808,44421.46858128183,0.7427401628539801
113,118,26834.12671232877,41728.55979992633,0.7729858345079967
114,119,27315.73287671233,41877.26151946738,0.7713650000013513
